user_id,day,phase,age_group,verification_nudge,interaction_limit,persuasive_notifications_reduced,ai_unavailable,ai_prompts_per_day,micro_checks_per_day,screen_time_hours,continuous_use_minutes,breaks_taken,verification_complexity,verification_rate,reliance_type,accept_without_check,error_rate,decision_latency_seconds,decision_latency_with_ai_sec,decision_latency_without_ai_sec,confidence_without_ai,eye_dryness_score,neck_pain_score,headaches_per_week,ai_for_social_messages,mood_checkins,emotional_support_requests,serious_topics_with_ai,pii_shared,harmful_exposure_count,ai_reliance_baseline,planning_skill,online_intensity
55,1,AS-IS,15-17,0,0,0,0,47,140,10.0,166.7,1,1,0.475,appropriate,0,0.074,225.6,208.6,367.3,2.98,7.99,7.44,0,1,3,0,0,0,0,0.98,0.516,0.901
55,2,AS-IS,15-17,0,0,0,0,51,140,10.0,204.4,0,1,0.657,appropriate,0,0.041,231.0,221.0,314.6,2.81,8.54,6.64,2,0,6,1,1,0,0,0.98,0.516,0.901
55,3,AS-IS,15-17,0,0,0,0,55,140,10.0,164.5,2,2,0.394,overreliance,0,0.172,262.1,258.1,295.1,2.89,8.4,6.14,2,0,1,1,0,0,0,0.98,0.516,0.901
55,4,AS-IS,15-17,0,0,0,0,55,140,10.0,153.2,0,2,0.464,appropriate,0,0.183,250.8,238.5,353.0,1.59,8.4,7.15,2,0,2,2,0,0,0,0.98,0.516,0.901
55,5,AS-IS,15-17,0,0,0,0,45,140,10.0,167.2,0,2,0.356,overreliance,1,0.21,234.4,227.2,295.0,2.33,8.49,6.94,3,0,2,2,0,0,0,0.98,0.516,0.901
55,6,AS-IS,15-17,0,0,0,0,44,140,10.0,215.5,0,2,0.286,overreliance,1,0.189,240.7,231.0,321.7,3.21,9.06,7.03,0,1,2,0,0,0,0,0.98,0.516,0.901
55,7,AS-IS,15-17,0,0,0,0,55,140,10.0,181.6,0,3,0.271,overreliance,1,0.287,267.8,257.9,351.2,2.45,8.39,7.19,2,1,4,0,0,1,1,0.98,0.516,0.901
55,8,AS-IS,15-17,0,0,0,0,55,140,10.0,225.6,0,3,0.219,overreliance,1,0.275,267.2,261.0,319.0,1.84,8.88,7.44,2,0,3,2,0,0,0,0.98,0.516,0.901
55,9,AS-IS,15-17,0,0,0,0,53,140,10.0,226.0,0,1,0.507,appropriate,0,0.072,230.1,225.0,272.4,2.61,8.77,7.31,1,1,2,1,0,0,0,0.98,0.516,0.901
55,10,AS-IS,15-17,0,0,0,0,47,140,10.0,180.1,0,1,0.37,overreliance,0,0.144,223.3,213.0,309.7,3.3,8.37,7.11,2,0,3,1,1,1,0,0.98,0.516,0.901
55,11,AS-IS,15-17,0,0,0,1,16,26,4.62,89.3,2,1,0.589,appropriate,0,0.128,347.3,185.2,347.3,2.72,3.65,2.93,1,1,2,2,1,0,0,0.98,0.516,0.901
55,12,AS-IS,15-17,0,0,0,0,52,140,10.0,191.4,0,3,0.328,overreliance,1,0.299,286.8,285.8,294.9,2.7,8.17,7.8,1,0,3,4,1,0,0,0.98,0.516,0.901
55,13,AS-IS,15-17,0,0,0,0,50,140,10.0,199.7,0,3,0.186,overreliance,1,0.267,283.2,272.8,370.0,2.47,8.35,6.63,1,0,2,1,0,0,0,0.98,0.516,0.901
55,14,AS-IS,15-17,0,0,0,0,55,140,10.0,234.1,0,2,0.518,appropriate,0,0.245,222.5,223.2,216.6,1.98,8.76,7.74,3,1,3,2,1,0,0,0.98,0.516,0.901
55,15,AS-IS,15-17,0,0,0,0,50,140,10.0,211.9,0,2,0.391,overreliance,0,0.135,270.8,264.6,322.1,2.48,8.5,7.43,2,0,0,2,1,1,1,0.98,0.516,0.901
56,1,AS-IS,15-17,0,0,0,0,43,120,9.2,145.1,1,2,0.502,appropriate,0,0.21,232.6,227.1,250.1,4.08,7.31,6.17,3,1,4,1,0,0,0,0.607,0.609,0.4
56,2,AS-IS,15-17,0,0,0,0,31,101,9.15,153.7,4,1,0.742,appropriate,0,0.141,185.8,166.3,248.5,2.69,7.02,5.51,2,1,4,1,0,0,0,0.607,0.609,0.4
56,3,AS-IS,15-17,0,0,0,0,24,64,6.69,97.0,2,2,0.697,appropriate,0,0.18,242.9,228.6,289.0,3.81,4.72,3.7,0,0,1,1,0,0,0,0.607,0.609,0.4
56,4,AS-IS,15-17,0,0,0,0,30,107,8.08,169.1,0,1,0.613,appropriate,0,0.121,200.9,188.5,240.9,3.18,6.88,5.68,1,1,0,0,0,0,0,0.607,0.609,0.4
56,5,AS-IS,15-17,0,0,0,0,35,99,8.8,130.8,0,2,0.615,appropriate,0,0.249,198.9,170.6,289.6,2.6,7.14,5.83,3,0,1,1,0,0,0,0.607,0.609,0.4
56,6,AS-IS,15-17,0,0,0,0,37,107,8.17,170.0,0,1,0.611,appropriate,0,0.067,252.3,244.4,277.7,3.2,7.26,5.73,4,0,3,2,0,0,0,0.607,0.609,0.4
56,7,AS-IS,15-17,0,0,0,0,26,113,7.74,132.0,4,2,0.608,appropriate,0,0.172,248.1,235.2,289.7,3.17,6.0,5.63,1,1,4,2,0,0,0,0.607,0.609,0.4
56,8,AS-IS,15-17,0,0,0,1,0,2,3.03,53.2,4,2,0.382,appropriate,0,0.146,271.7,198.8,271.7,2.28,2.25,1.23,1,1,2,1,0,0,1,0.607,0.609,0.4
56,9,AS-IS,15-17,0,0,0,0,40,107,8.71,143.8,4,3,0.46,appropriate,0,0.293,211.5,185.8,293.9,3.61,7.06,5.2,3,0,4,3,0,0,1,0.607,0.609,0.4
56,10,AS-IS,15-17,0,0,0,0,30,105,8.09,164.2,1,3,0.557,appropriate,0,0.26,258.8,234.1,338.1,3.57,6.76,5.99,4,0,2,0,0,1,0,0.607,0.609,0.4
56,11,AS-IS,15-17,0,0,0,0,32,110,8.0,203.7,0,2,0.65,appropriate,0,0.218,216.2,202.1,261.4,3.04,7.47,5.87,3,1,2,1,0,0,0,0.607,0.609,0.4
56,12,AS-IS,15-17,0,0,0,0,30,74,6.74,78.4,2,2,0.614,appropriate,0,0.239,223.6,191.7,326.1,2.73,4.23,4.65,2,0,2,1,0,0,0,0.607,0.609,0.4
56,13,AS-IS,15-17,0,0,0,0,33,93,6.72,147.9,0,1,0.745,appropriate,0,0.083,184.0,167.2,238.1,4.08,5.51,4.86,2,1,1,1,0,0,0,0.607,0.609,0.4
56,14,AS-IS,15-17,0,0,0,0,36,103,7.47,152.9,0,1,0.626,appropriate,0,0.097,239.1,223.7,288.7,2.87,6.33,5.73,1,0,5,2,0,0,0,0.607,0.609,0.4
56,15,AS-IS,15-17,0,0,0,1,6,37,5.0,61.0,1,2,0.428,appropriate,0,0.156,190.8,200.9,190.8,3.22,3.88,3.47,1,0,1,4,1,1,1,0.607,0.609,0.4
57,1,AS-IS,15-17,0,0,0,0,55,140,10.0,200.3,0,1,0.674,appropriate,0,0.126,219.9,206.3,321.9,2.15,8.4,7.3,1,1,2,0,0,0,0,0.951,0.615,0.99
57,2,AS-IS,15-17,0,0,0,0,54,140,10.0,185.0,0,2,0.529,appropriate,0,0.162,231.7,227.4,264.1,3.42,8.77,6.78,3,0,6,1,1,1,0,0.951,0.615,0.99
57,3,AS-IS,15-17,0,0,0,0,54,140,10.0,202.9,0,1,0.608,appropriate,0,0.065,226.7,215.6,310.2,3.03,9.09,7.73,1,1,4,3,0,0,0,0.951,0.615,0.99
57,4,AS-IS,15-17,0,0,0,0,55,140,10.0,232.0,0,3,0.528,appropriate,0,0.278,272.6,267.2,312.5,2.47,9.34,7.98,0,1,1,1,0,0,0,0.951,0.615,0.99
57,5,AS-IS,15-17,0,0,0,0,51,140,10.0,194.9,0,2,0.496,appropriate,0,0.143,219.0,207.5,305.7,2.83,8.33,6.87,4,1,1,0,1,1,0,0.951,0.615,0.99
57,6,AS-IS,15-17,0,0,0,1,10,44,5.55,85.8,0,2,0.331,overreliance,1,0.14,344.8,244.0,344.8,1.97,4.5,3.54,0,0,4,0,1,0,0,0.951,0.615,0.99
57,7,AS-IS,15-17,0,0,0,0,52,140,10.0,138.2,0,1,0.602,appropriate,0,0.112,188.3,173.7,298.3,2.54,8.14,6.4,3,0,3,1,1,1,0,0.951,0.615,0.99
57,8,AS-IS,15-17,0,0,0,0,55,140,10.0,157.6,0,2,0.412,overreliance,1,0.204,231.2,223.4,289.5,3.51,8.09,6.6,3,0,3,2,0,0,1,0.951,0.615,0.99
57,9,AS-IS,15-17,0,0,0,0,55,140,10.0,216.8,0,1,0.518,appropriate,0,0.149,220.0,210.6,290.8,3.49,8.66,7.27,4,0,5,4,1,0,0,0.951,0.615,0.99
57,10,AS-IS,15-17,0,0,0,0,46,134,10.0,169.0,0,1,0.544,appropriate,0,0.073,207.7,195.9,296.5,2.44,7.3,6.88,2,1,1,0,1,0,0,0.951,0.615,0.99
57,11,AS-IS,15-17,0,0,0,0,55,140,10.0,224.7,0,3,0.385,overreliance,1,0.3,265.3,255.4,340.1,2.06,8.43,7.54,1,0,0,1,1,1,0,0.951,0.615,0.99
57,12,AS-IS,15-17,0,0,0,0,50,140,10.0,202.6,0,2,0.566,appropriate,0,0.174,246.0,240.5,287.9,3.32,8.89,6.98,0,0,1,1,1,1,0,0.951,0.615,0.99
57,13,AS-IS,15-17,0,0,0,0,51,140,10.0,169.9,0,1,0.692,appropriate,0,0.138,228.0,223.6,261.8,2.6,8.01,6.88,2,1,4,0,1,1,1,0.951,0.615,0.99
57,14,AS-IS,15-17,0,0,0,0,52,140,10.0,227.4,0,1,0.627,appropriate,0,0.114,205.9,204.3,217.9,2.38,9.19,7.63,1,1,4,1,0,0,0,0.951,0.615,0.99
57,15,AS-IS,15-17,0,0,0,0,46,140,10.0,187.4,0,2,0.373,overreliance,1,0.219,256.8,254.5,273.8,2.78,8.21,7.09,2,1,4,4,0,0,0,0.951,0.615,0.99
58,1,AS-IS,15-17,0,0,0,0,32,94,8.2,86.4,1,1,0.706,appropriate,0,0.138,196.5,166.7,287.3,3.83,5.87,4.85,3,0,1,2,1,0,0,0.581,0.788,0.503
58,2,AS-IS,15-17,0,0,0,0,32,108,8.86,196.8,0,2,0.699,appropriate,0,0.195,243.5,229.6,286.1,3.25,7.69,6.65,1,0,1,0,1,0,0,0.581,0.788,0.503
58,3,AS-IS,15-17,0,0,0,0,25,74,7.3,92.1,4,1,0.644,appropriate,0,0.084,199.0,189.8,226.8,3.14,5.2,4.59,3,1,0,2,0,0,0,0.581,0.788,0.503
58,4,AS-IS,15-17,0,0,0,0,25,80,6.87,136.9,2,1,0.66,appropriate,0,0.08,233.4,227.3,251.8,4.09,6.23,4.46,1,1,0,0,0,0,0,0.581,0.788,0.503
58,5,AS-IS,15-17,0,0,0,0,40,110,8.05,149.8,0,2,0.707,appropriate,0,0.215,232.4,221.2,266.3,3.81,7.09,6.5,0,0,1,0,0,0,0,0.581,0.788,0.503
58,6,AS-IS,15-17,0,0,0,0,38,108,8.9,186.5,0,3,0.478,appropriate,0,0.3,234.9,222.5,272.8,3.35,7.62,5.84,0,1,2,1,0,0,0,0.581,0.788,0.503
58,7,AS-IS,15-17,0,0,0,0,34,91,7.55,135.0,0,1,0.677,appropriate,0,0.092,212.6,196.3,262.4,3.92,6.34,5.19,5,0,1,1,0,0,0,0.581,0.788,0.503
58,8,AS-IS,15-17,0,0,0,0,34,95,8.85,129.6,2,3,0.427,appropriate,0,0.29,239.1,208.7,332.2,2.7,6.83,5.66,2,1,4,0,0,0,0,0.581,0.788,0.503
58,9,AS-IS,15-17,0,0,0,1,6,47,5.82,87.1,0,1,0.635,appropriate,0,0.109,224.3,176.2,224.3,2.74,4.4,4.02,1,1,3,1,0,0,0,0.581,0.788,0.503
58,10,AS-IS,15-17,0,0,0,1,6,44,5.59,145.8,3,1,0.647,appropriate,0,0.106,182.9,188.4,182.9,3.55,4.52,3.72,1,0,0,2,0,0,0,0.581,0.788,0.503
58,11,AS-IS,15-17,0,0,0,0,47,134,9.78,148.5,1,3,0.515,appropriate,0,0.3,230.6,246.0,183.5,3.82,7.55,6.07,2,0,0,2,0,0,0,0.581,0.788,0.503
58,12,AS-IS,15-17,0,0,0,0,35,123,9.48,131.2,0,3,0.423,appropriate,0,0.3,228.5,218.4,259.1,3.99,7.8,6.35,4,0,3,2,0,0,0,0.581,0.788,0.503
58,13,AS-IS,15-17,0,0,0,0,42,127,10.0,170.1,0,1,0.707,appropriate,0,0.134,186.4,163.0,257.8,3.99,8.37,7.22,1,1,3,0,1,1,0,0.581,0.788,0.503
58,14,AS-IS,15-17,0,0,0,0,36,115,9.35,158.9,1,2,0.606,appropriate,0,0.214,227.6,220.0,250.9,3.61,7.2,6.19,1,1,1,2,0,0,0,0.581,0.788,0.503
58,15,AS-IS,15-17,0,0,0,0,28,89,7.76,123.7,1,3,0.412,appropriate,0,0.268,225.8,219.2,245.9,2.83,6.03,4.9,3,0,3,2,0,0,0,0.581,0.788,0.503
59,1,AS-IS,13-14,0,0,0,0,38,136,10.0,240.0,0,1,0.704,appropriate,0,0.11,226.6,204.0,302.1,2.57,8.35,7.56,2,1,2,2,1,0,0,0.626,0.488,0.85
59,2,AS-IS,13-14,0,0,0,0,39,128,10.0,206.1,0,2,0.32,appropriate,0,0.157,195.6,172.0,274.3,2.82,8.73,7.56,2,0,4,2,0,0,0,0.626,0.488,0.85
59,3,AS-IS,13-14,0,0,0,0,40,140,10.0,182.6,0,1,0.572,appropriate,0,0.112,190.8,174.5,245.1,3.44,8.47,7.3,5,0,3,1,0,0,0,0.626,0.488,0.85
59,4,AS-IS,13-14,0,0,0,0,41,140,10.0,171.2,0,1,0.667,appropriate,0,0.112,211.4,196.1,262.6,2.53,8.69,6.46,5,0,2,1,0,0,0,0.626,0.488,0.85
59,5,AS-IS,13-14,0,0,0,0,42,138,10.0,184.0,0,2,0.364,appropriate,0,0.174,219.7,206.5,263.9,3.25,8.4,7.39,4,0,0,2,0,0,0,0.626,0.488,0.85
59,6,AS-IS,13-14,0,0,0,1,9,25,4.67,47.3,4,2,0.492,appropriate,0,0.169,280.1,204.7,280.1,2.63,2.62,2.59,1,0,3,2,1,0,0,0.626,0.488,0.85
59,7,AS-IS,13-14,0,0,0,0,44,140,10.0,115.9,0,1,0.682,appropriate,0,0.097,233.9,224.1,266.7,2.55,7.72,6.29,1,0,0,1,1,1,0,0.626,0.488,0.85
59,8,AS-IS,13-14,0,0,0,0,42,140,10.0,145.4,0,3,0.315,appropriate,0,0.3,244.9,238.8,265.3,1.72,8.11,6.96,7,0,1,2,1,0,0,0.626,0.488,0.85
59,9,AS-IS,13-14,0,0,0,0,44,140,10.0,178.7,0,2,0.594,appropriate,0,0.235,266.0,265.0,269.4,3.18,8.79,7.53,3,1,2,1,0,0,0,0.626,0.488,0.85
59,10,AS-IS,13-14,0,0,0,0,35,130,10.0,195.3,0,1,0.628,appropriate,0,0.144,231.0,215.2,283.5,2.73,8.6,6.88,2,1,1,4,0,0,0,0.626,0.488,0.85
59,11,AS-IS,13-14,0,0,0,0,40,117,10.0,191.3,0,2,0.545,appropriate,0,0.254,222.6,196.2,310.5,3.33,8.46,7.17,5,0,1,2,1,0,0,0.626,0.488,0.85
59,12,AS-IS,13-14,0,0,0,0,45,140,10.0,220.0,0,2,0.379,appropriate,0,0.176,227.7,217.8,260.7,2.54,9.19,7.1,2,1,1,3,0,0,0,0.626,0.488,0.85
59,13,AS-IS,13-14,0,0,0,0,49,140,10.0,215.4,0,2,0.474,appropriate,0,0.222,234.3,207.6,323.3,3.42,8.68,7.29,1,1,2,2,0,0,0,0.626,0.488,0.85
59,14,AS-IS,13-14,0,0,0,0,38,136,10.0,215.3,0,2,0.444,appropriate,0,0.21,222.3,210.8,260.4,3.67,8.41,7.1,3,0,3,2,0,0,0,0.626,0.488,0.85
59,15,AS-IS,13-14,0,0,0,0,39,110,9.32,104.4,0,2,0.573,appropriate,0,0.194,220.5,192.4,314.4,3.82,7.15,5.75,1,1,2,5,1,1,0,0.626,0.488,0.85
60,1,AS-IS,13-14,0,0,0,0,39,116,9.75,162.7,0,2,0.499,appropriate,0,0.163,222.5,208.9,272.1,2.61,8.4,7.2,1,0,3,1,0,1,0,0.673,0.284,0.635
60,2,AS-IS,13-14,0,0,0,0,41,137,10.0,206.1,2,2,0.603,appropriate,0,0.189,267.8,256.4,309.7,2.34,8.26,7.81,1,1,3,0,0,0,0,0.673,0.284,0.635
60,3,AS-IS,13-14,0,0,0,0,42,118,10.0,180.6,0,1,0.364,overreliance,1,0.165,263.8,233.3,375.7,2.55,8.44,6.97,3,1,3,0,1,0,0,0.673,0.284,0.635
60,4,AS-IS,13-14,0,0,0,0,40,121,9.91,187.7,0,2,0.429,overreliance,1,0.218,230.7,217.0,281.1,2.08,8.28,7.04,2,1,2,2,0,0,0,0.673,0.284,0.635
60,5,AS-IS,13-14,0,0,0,0,44,134,9.94,163.1,1,3,0.252,overreliance,1,0.291,264.7,260.5,280.2,2.42,7.74,6.87,0,1,1,2,1,0,0,0.673,0.284,0.635
60,6,AS-IS,13-14,0,0,0,0,49,140,9.78,194.2,1,3,0.274,overreliance,1,0.268,308.5,302.3,331.5,2.01,7.92,6.23,3,1,3,0,1,0,0,0.673,0.284,0.635
60,7,AS-IS,13-14,0,0,0,0,39,126,9.84,220.1,0,1,0.61,appropriate,0,0.081,254.2,251.5,264.3,2.59,9.08,7.01,1,0,2,1,0,0,0,0.673,0.284,0.635
60,8,AS-IS,13-14,0,0,0,0,43,125,9.9,174.4,1,2,0.626,appropriate,0,0.163,253.4,249.6,267.4,3.33,8.23,6.57,2,0,2,1,1,0,0,0.673,0.284,0.635
60,9,AS-IS,13-14,0,0,0,0,41,110,9.37,176.2,0,1,0.565,appropriate,0,0.102,233.1,226.4,257.3,3.33,7.66,6.64,4,0,4,1,0,0,0,0.673,0.284,0.635
60,10,AS-IS,13-14,0,0,0,0,41,123,9.21,138.3,4,3,0.314,overreliance,1,0.279,284.7,274.7,321.6,2.63,7.14,5.53,3,0,2,1,0,0,0,0.673,0.284,0.635
60,11,AS-IS,13-14,0,0,0,0,42,119,8.97,134.1,3,3,0.341,overreliance,1,0.3,297.1,288.8,327.3,2.72,7.07,6.68,4,1,1,1,1,0,0,0.673,0.284,0.635
60,12,AS-IS,13-14,0,0,0,0,42,128,9.24,106.3,5,1,0.665,appropriate,0,0.12,221.6,209.2,267.3,2.83,6.62,5.2,0,0,1,3,0,0,0,0.673,0.284,0.635
60,13,AS-IS,13-14,0,0,0,0,40,130,10.0,167.9,0,2,0.383,overreliance,0,0.24,250.2,240.3,286.4,2.31,7.83,6.56,1,1,1,0,0,0,1,0.673,0.284,0.635
60,14,AS-IS,13-14,0,0,0,0,41,132,10.0,205.3,0,2,0.572,appropriate,0,0.175,246.9,244.0,257.3,2.41,8.59,7.51,0,1,2,1,0,0,0,0.673,0.284,0.635
60,15,AS-IS,13-14,0,0,0,0,34,112,7.58,128.3,0,3,0.383,overreliance,0,0.293,260.3,238.1,341.6,2.43,6.69,5.58,2,0,1,2,1,1,0,0.673,0.284,0.635
61,1,AS-IS,15-17,0,0,0,0,52,140,10.0,134.0,0,2,0.555,appropriate,0,0.237,257.6,257.4,259.2,3.31,8.17,6.68,1,1,0,2,0,0,0,0.98,0.742,0.529
61,2,AS-IS,15-17,0,0,0,0,47,133,10.0,167.6,0,1,0.713,appropriate,0,0.114,256.3,246.5,338.0,3.42,7.95,7.17,2,0,4,3,0,0,0,0.98,0.742,0.529
61,3,AS-IS,15-17,0,0,0,0,55,140,10.0,183.4,0,2,0.433,overreliance,1,0.193,241.5,234.6,299.7,2.38,8.77,7.07,2,0,4,0,1,0,0,0.98,0.742,0.529
61,4,AS-IS,15-17,0,0,0,0,52,126,10.0,175.4,0,1,0.604,appropriate,0,0.084,197.2,184.6,302.2,2.92,8.26,7.31,3,0,3,0,0,0,1,0.98,0.742,0.529
61,5,AS-IS,15-17,0,0,0,0,55,140,10.0,179.9,0,1,0.647,appropriate,0,0.095,195.4,192.1,223.4,2.11,8.98,7.01,0,0,1,4,1,0,0,0.98,0.742,0.529
61,6,AS-IS,15-17,0,0,0,0,40,112,9.24,147.7,0,1,0.723,appropriate,0,0.151,218.0,221.3,190.9,2.36,8.7,6.31,3,0,4,3,0,0,0,0.98,0.742,0.529
61,7,AS-IS,15-17,0,0,0,0,48,140,9.59,182.4,0,1,0.708,appropriate,0,0.068,219.7,208.0,317.0,3.0,8.09,6.37,1,1,5,1,0,0,0,0.98,0.742,0.529
61,8,AS-IS,15-17,0,0,0,1,4,31,5.22,13.2,4,1,0.671,appropriate,0,0.087,219.0,274.8,219.0,2.58,3.11,2.44,2,0,3,1,1,1,0,0.98,0.742,0.529
61,9,AS-IS,15-17,0,0,0,0,55,118,9.01,161.3,0,2,0.503,appropriate,0,0.239,224.8,216.9,290.8,3.66,7.83,6.21,3,0,0,1,0,0,0,0.98,0.742,0.529
61,10,AS-IS,15-17,0,0,0,0,35,102,7.8,191.7,0,2,0.605,appropriate,0,0.25,254.8,249.1,302.4,3.46,7.29,6.29,1,0,3,1,0,0,0,0.98,0.742,0.529
61,11,AS-IS,15-17,0,0,0,0,46,123,9.77,153.3,1,2,0.463,appropriate,0,0.22,234.5,226.0,305.6,2.94,7.77,6.64,2,0,3,2,1,0,0,0.98,0.742,0.529
61,12,AS-IS,15-17,0,0,0,0,47,140,10.0,211.7,0,2,0.574,appropriate,0,0.151,172.8,165.4,234.0,2.58,9.22,7.41,3,1,2,3,1,0,0,0.98,0.742,0.529
61,13,AS-IS,15-17,0,0,0,0,41,117,10.0,201.3,0,1,0.63,appropriate,0,0.079,238.6,231.1,301.2,3.42,8.24,7.41,4,0,2,0,0,0,0,0.98,0.742,0.529
61,14,AS-IS,15-17,0,0,0,0,48,123,10.0,181.0,0,2,0.506,appropriate,0,0.175,204.0,192.4,300.8,2.77,8.51,6.43,1,0,3,4,1,1,2,0.98,0.742,0.529
61,15,AS-IS,15-17,0,0,0,1,5,25,3.73,77.4,1,2,0.368,overreliance,1,0.156,252.7,218.0,252.7,1.91,3.36,2.3,1,1,4,3,0,0,0,0.98,0.742,0.529
62,1,AS-IS,15-17,0,0,0,0,34,77,6.6,130.2,4,1,0.574,appropriate,0,0.09,231.0,219.9,281.3,2.4,4.56,4.12,2,0,2,4,0,1,0,0.77,0.49,0.222
62,2,AS-IS,15-17,0,0,0,0,40,116,8.14,137.2,1,2,0.516,appropriate,0,0.212,246.7,244.9,255.0,3.18,6.35,5.31,2,0,0,1,0,0,0,0.77,0.49,0.222
62,3,AS-IS,15-17,0,0,0,0,34,103,8.64,148.1,1,1,0.603,appropriate,0,0.083,221.8,213.6,259.4,3.11,7.51,5.75,2,0,1,3,0,1,0,0.77,0.49,0.222
62,4,AS-IS,15-17,0,0,0,1,7,22,3.58,45.9,4,2,0.357,overreliance,1,0.2,313.8,193.6,313.8,2.58,1.98,1.49,1,0,0,1,1,0,0,0.77,0.49,0.222
62,5,AS-IS,15-17,0,0,0,0,45,112,7.4,98.2,2,1,0.585,appropriate,0,0.116,244.5,238.3,272.6,2.61,5.75,4.32,1,0,5,4,1,1,0,0.77,0.49,0.222
62,6,AS-IS,15-17,0,0,0,0,32,66,6.44,112.9,0,2,0.355,overreliance,1,0.183,284.6,273.3,335.8,2.78,4.51,4.25,1,1,2,0,0,0,0,0.77,0.49,0.222
62,7,AS-IS,15-17,0,0,0,0,30,77,6.3,148.9,5,1,0.669,appropriate,0,0.055,216.8,206.2,265.2,2.5,5.29,4.1,0,1,1,1,0,0,0,0.77,0.49,0.222
62,8,AS-IS,15-17,0,0,0,0,40,110,9.63,143.3,4,2,0.453,appropriate,0,0.197,223.9,215.1,263.8,2.89,7.59,6.76,3,0,1,4,1,0,0,0.77,0.49,0.222
62,9,AS-IS,15-17,0,0,0,0,37,124,9.47,197.1,0,2,0.632,appropriate,0,0.194,260.7,255.8,283.2,2.92,7.85,6.4,3,0,2,1,1,0,0,0.77,0.49,0.222
62,10,AS-IS,15-17,0,0,0,0,34,103,7.39,101.4,1,1,0.54,appropriate,0,0.142,240.4,229.9,287.8,2.95,5.25,5.26,1,1,2,3,0,0,0,0.77,0.49,0.222
62,11,AS-IS,15-17,0,0,0,0,40,90,6.91,72.3,5,2,0.395,overreliance,1,0.201,226.5,211.1,296.7,2.81,4.35,3.68,2,0,2,2,1,0,0,0.77,0.49,0.222
62,12,AS-IS,15-17,0,0,0,0,28,100,7.99,162.8,1,1,0.561,appropriate,0,0.125,225.5,208.1,304.8,2.72,6.39,5.86,3,1,1,0,0,0,0,0.77,0.49,0.222
62,13,AS-IS,15-17,0,0,0,0,49,113,7.51,120.2,4,2,0.546,appropriate,0,0.148,259.5,255.4,278.5,3.64,5.35,5.26,1,0,1,2,0,1,0,0.77,0.49,0.222
62,14,AS-IS,15-17,0,0,0,0,34,105,7.17,154.4,3,2,0.583,appropriate,0,0.179,243.3,241.6,251.2,2.85,5.64,4.92,1,0,2,1,1,0,0,0.77,0.49,0.222
62,15,AS-IS,15-17,0,0,0,0,35,86,6.45,96.3,2,1,0.717,appropriate,0,0.129,283.5,281.8,291.7,3.55,4.91,3.95,2,0,0,3,0,0,0,0.77,0.49,0.222
63,1,AS-IS,15-17,0,0,0,0,37,121,9.61,174.4,3,1,0.834,appropriate,0,0.115,212.6,229.7,170.6,3.42,7.63,5.83,1,0,0,2,0,0,0,0.459,0.751,0.582
63,2,AS-IS,15-17,0,0,0,0,23,106,9.07,156.5,0,1,0.593,appropriate,0,0.099,191.0,200.6,167.6,3.89,7.43,6.58,1,1,1,1,0,0,0,0.459,0.751,0.582
63,3,AS-IS,15-17,0,0,0,0,36,122,9.42,163.0,0,2,0.585,appropriate,0,0.248,208.9,198.5,234.7,3.22,7.53,6.07,4,0,1,0,0,0,0,0.459,0.751,0.582
63,4,AS-IS,15-17,0,0,0,0,32,93,8.25,110.7,0,2,0.63,appropriate,0,0.176,224.5,206.7,268.2,3.27,7.33,5.44,0,0,2,0,0,1,0,0.459,0.751,0.582
63,5,AS-IS,15-17,0,0,0,0,35,120,10.0,183.9,1,1,0.837,appropriate,0,0.103,205.4,206.2,203.6,4.23,8.46,6.84,1,1,2,3,0,0,0,0.459,0.751,0.582
63,6,AS-IS,15-17,0,0,0,1,15,37,4.9,73.7,2,2,0.471,appropriate,0,0.22,245.0,221.2,245.0,3.12,3.05,3.2,0,0,3,2,0,0,0,0.459,0.751,0.582
63,7,AS-IS,15-17,0,0,0,0,35,123,8.7,199.9,0,2,0.605,appropriate,0,0.194,218.9,195.7,275.9,4.1,7.65,6.13,1,0,0,0,0,0,0,0.459,0.751,0.582
63,8,AS-IS,15-17,0,0,0,0,33,84,7.31,141.4,0,1,0.773,appropriate,0,0.107,202.0,188.0,236.5,3.82,6.07,5.15,1,0,1,1,0,0,0,0.459,0.751,0.582
63,9,AS-IS,15-17,0,0,0,0,34,99,7.22,112.4,0,2,0.807,appropriate,0,0.216,222.5,218.0,233.4,3.02,5.69,4.67,0,1,0,1,1,0,0,0.459,0.751,0.582
63,10,AS-IS,15-17,0,0,0,0,33,108,8.73,219.2,0,3,0.416,appropriate,0,0.3,217.4,191.8,280.2,3.46,8.05,6.79,1,0,0,0,0,0,0,0.459,0.751,0.582
63,11,AS-IS,15-17,0,0,0,0,29,112,8.52,203.3,0,3,0.568,appropriate,0,0.3,231.2,222.6,252.3,3.95,7.38,7.03,1,0,2,2,0,0,0,0.459,0.751,0.582
63,12,AS-IS,15-17,0,0,0,0,38,109,8.16,206.6,0,1,0.855,appropriate,0,0.054,168.3,158.4,192.5,3.9,8.22,6.57,1,0,2,2,0,0,0,0.459,0.751,0.582
63,13,AS-IS,15-17,0,0,0,0,33,106,8.28,185.8,2,1,0.742,appropriate,0,0.123,212.4,194.8,255.6,3.6,7.32,6.56,2,0,1,3,0,0,0,0.459,0.751,0.582
